Unnamed: 0,Unnamed: 0_x,Player_Name,Position_x,Age,Matches Played,Starts,90 mins played,Non Penalty xG,Expected Assisted Goals,Non Penalty xG + Assisted Goals,Progressive Carries,Progressive Passes,Progressive Passes Recvd,Goals/90,Assists/90,(Goals+Assists)/90,Non Penalty Goals/90,Non Pen Goals+Assists/90,xG/90,Expected Assisted Goals/90,Expected Goals+Assisted Goals/90,Non Penalty xG/90,Non Penalty xG+xAG/90,Shot On Target %,Shots total/90,Shots on Target/90,Goals/Shot,Non Penalty (Goals-xG),Passes Completed,Pass Completion Percentage,Key Passes,Passes into final third,Passes into penalty area,Crosses into penalty area,Through Balls,Switches,Crosses,Shot Creating Actions/90,Successful Take Ons,Tackles,Tackles Won,Number of Blocks,Shots Blocked,Passes Blocked,Interceptions,Clearances,Errors leading to goal,Touches,Touches in Attacking 3rd,Touches in Penalty Box,Penalty Kicks won,Ball Recoveries,% of Aerial Duels won,Unnamed: 53,Goals,Assists,Goals+Assists,Non-penalty goals,Non penalty goals+assists,Unnamed: 0_y,Player Age,Value,Club_Name,Nationality,Position_y,Unnamed: 66,Player_Name.1
1633.0,1608.0,Dimitris Limnios,FW,24.0,2,0.0,0.4,0.0,0.1,0.1,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.05,0.21,0.26,0.05,0.26,0.0,2.31,0.0,0.0,0.0,13.0,56.5,2.0,1.0,0.0,0.0,0.0,0.0,6.0,4.62,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28.0,16.0,3.0,0.0,1.0,33.3,,0,0.0,0.0,0.0,0.0,,,,FC Köln,,,,Dimitris Limnios
1634.0,1609.0,Justin Diehl,"MF,FW",17.0,2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,1982.0,18.0,500k,FC Köln,Germany,Second Striker,,Justin Diehl
1635.0,1610.0,Marco Silvestri,GK,32.0,38,38.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,916.0,77.8,0.0,9.0,0.0,0.0,0.0,5.0,0.0,0.21,0.0,2.0,1.0,0.0,0.0,0.0,1.0,15.0,1.0,1267.0,0.0,0.0,0.0,39.0,100.0,,0,0.0,0.0,0.0,0.0,1301.0,32.0,5.00m,Udinese Calcio,Italy,Goalkeeper,,Marco Silvestri
1636.0,1611.0,Walace,MF,28.0,37,37.0,35.5,1.1,1.7,2.8,47.0,170.0,36.0,0.0,0.03,0.03,0.0,0.03,0.03,0.05,0.08,0.03,0.08,18.8,0.9,0.17,0.0,-1.1,1482.0,83.7,17.0,153.0,12.0,3.0,1.0,25.0,21.0,1.49,0.0,82.0,39.0,47.0,12.0,35.0,51.0,51.0,1.0,2151.0,260.0,15.0,0.0,297.0,44.2,,0,1.0,1.0,0.0,1.0,1316.0,28.0,7.00m,Udinese Calcio,Brazil,Defensive Midfield,,Walace
1637.0,1612.0,Roberto Pereyra,"DF,MF",32.0,34,33.0,31.3,3.9,5.5,9.5,66.0,143.0,186.0,0.16,0.22,0.38,0.16,0.38,0.15,0.18,0.33,0.13,0.3,39.0,1.31,0.51,0.12,1.1,1038.0,81.3,49.0,86.0,49.0,14.0,1.0,7.0,71.0,3.31,0.0,36.0,20.0,20.0,5.0,15.0,16.0,28.0,0.0,1602.0,583.0,102.0,0.0,160.0,25.0,,5,7.0,12.0,5.0,12.0,1318.0,32.0,6.50m,Udinese Calcio,Argentina,Central Midfield,,Roberto Pereyra
1638.0,1613.0,Nehuén Pérez,DF,22.0,34,33.0,31.3,1.0,0.5,1.5,23.0,101.0,26.0,0.06,0.0,0.06,0.06,0.06,0.03,0.02,0.05,0.03,0.05,50.0,0.51,0.26,0.13,1.0,1538.0,85.1,10.0,107.0,8.0,3.0,0.0,63.0,18.0,0.89,0.0,77.0,40.0,53.0,23.0,30.0,35.0,106.0,1.0,2136.0,153.0,21.0,0.0,146.0,61.4,,2,0.0,2.0,2.0,2.0,1306.0,22.0,8.00m,Udinese Calcio,Argentina,Centre-Back,,Nehuén Pérez
1639.0,1614.0,Jaka Bijol,DF,24.0,32,32.0,30.3,2.2,1.6,3.9,3.0,66.0,7.0,0.1,0.07,0.16,0.1,0.16,0.07,0.05,0.13,0.07,0.13,35.0,0.66,0.23,0.15,0.8,1170.0,84.7,9.0,54.0,5.0,1.0,4.0,13.0,1.0,0.69,0.0,39.0,23.0,41.0,25.0,16.0,29.0,165.0,0.0,1729.0,53.0,40.0,0.0,144.0,64.9,,3,2.0,5.0,3.0,5.0,1304.0,24.0,10.00m,Udinese Calcio,Slovenia,Centre-Back,,Jaka Bijol
1640.0,1615.0,Iyenoma Udogie,DF,20.0,33,31.0,30.0,2.9,4.2,7.1,109.0,106.0,155.0,0.1,0.13,0.23,0.1,0.23,0.1,0.14,0.24,0.1,0.24,25.9,0.9,0.23,0.11,0.1,931.0,82.6,34.0,67.0,30.0,4.0,1.0,2.0,29.0,2.93,0.0,71.0,45.0,34.0,6.0,28.0,36.0,25.0,0.0,1503.0,545.0,76.0,0.0,175.0,53.1,,3,4.0,7.0,3.0,7.0,,,,Tottenham Hotspur,,,,Iyenoma Udogie
1641.0,1616.0,Rodrigo Becão,DF,27.0,28,28.0,27.6,1.5,0.6,2.1,19.0,98.0,48.0,0.07,0.04,0.11,0.07,0.11,0.05,0.02,0.08,0.05,0.08,26.3,0.69,0.18,0.11,0.5,1089.0,77.8,10.0,77.0,5.0,2.0,1.0,10.0,19.0,1.05,0.0,70.0,36.0,44.0,24.0,20.0,26.0,68.0,2.0,1667.0,172.0,43.0,0.0,157.0,69.2,,2,1.0,3.0,2.0,3.0,1305.0,27.0,10.00m,Udinese Calcio,Brazil,Centre-Back,,Rodrigo Becão
1642.0,1617.0,Sandi Lovric,MF,25.0,37,28.0,26.0,4.8,3.2,8.0,42.0,105.0,90.0,0.19,0.23,0.42,0.19,0.42,0.18,0.12,0.31,0.18,0.31,25.4,2.73,0.69,0.07,0.2,767.0,79.6,47.0,86.0,24.0,10.0,4.0,12.0,75.0,3.35,1.0,40.0,18.0,25.0,2.0,23.0,26.0,21.0,0.0,1272.0,438.0,55.0,0.0,145.0,30.4,,5,6.0,11.0,5.0,11.0,,,,Udinese Calcio,,,,Sandi Lovric
1643.0,1618.0,Beto,FW,25.0,33,23.0,23.6,10.1,2.6,12.6,25.0,13.0,121.0,0.42,0.04,0.47,0.38,0.42,0.46,0.11,0.57,0.43,0.53,33.3,2.54,0.85,0.15,-1.1,190.0,63.5,23.0,9.0,4.0,0.0,0.0,0.0,9.0,2.07,1.0,16.0,9.0,18.0,3.0,15.0,6.0,30.0,0.0,652.0,336.0,130.0,0.0,31.0,52.2,,10,1.0,11.0,9.0,10.0,1323.0,25.0,13.00m,Udinese Calcio,Portugal,Centre-Forward,,Beto
1644.0,1619.0,Isaac Success,FW,27.0,30,21.0,20.2,3.3,4.0,7.3,37.0,53.0,200.0,0.05,0.3,0.35,0.05,0.35,0.17,0.2,0.36,0.17,0.36,14.3,1.73,0.25,0.03,-2.3,372.0,65.3,31.0,22.0,19.0,1.0,9.0,8.0,13.0,4.02,1.0,8.0,4.0,13.0,2.0,11.0,4.0,18.0,0.0,831.0,439.0,101.0,0.0,51.0,45.2,,1,6.0,7.0,1.0,7.0,1325.0,27.0,4.00m,Udinese Calcio,Nigeria,Centre-Forward,,Isaac Success
1645.0,1620.0,Lazar Samardzic,MF,21.0,37,19.0,20.6,2.4,3.7,6.1,34.0,100.0,65.0,0.24,0.19,0.44,0.24,0.44,0.12,0.18,0.3,0.12,0.3,36.0,2.43,0.88,0.1,2.6,715.0,80.1,48.0,82.0,21.0,6.0,3.0,23.0,92.0,4.77,0.0,33.0,16.0,13.0,0.0,13.0,11.0,16.0,0.0,1098.0,381.0,38.0,0.0,107.0,29.0,,5,4.0,9.0,5.0,9.0,1320.0,21.0,7.50m,Udinese Calcio,Serbia,Attacking Midfield,,Lazar Samardzic
1646.0,1621.0,Kingsley Ehizibue,DF,28.0,27,16.0,17.1,2.0,0.9,3.0,29.0,40.0,69.0,0.12,0.0,0.12,0.12,0.12,0.12,0.06,0.17,0.12,0.17,46.2,0.76,0.35,0.15,0.0,412.0,72.9,8.0,32.0,12.0,7.0,0.0,2.0,37.0,1.82,0.0,47.0,31.0,21.0,3.0,18.0,10.0,42.0,1.0,779.0,236.0,31.0,0.0,84.0,46.9,,2,0.0,2.0,2.0,2.0,1315.0,27.0,2.30m,Udinese Calcio,Netherlands,Right-Back,,Kingsley Ehizibue
1647.0,1622.0,Gerard Deulofeu,FW,29.0,16,15.0,13.5,5.1,4.4,9.5,72.0,82.0,118.0,0.15,0.45,0.59,0.15,0.59,0.38,0.33,0.7,0.38,0.7,27.3,3.27,0.89,0.05,-3.1,443.0,75.3,48.0,40.0,42.0,2.0,1.0,0.0,59.0,6.09,0.0,8.0,5.0,8.0,1.0,7.0,2.0,1.0,0.0,725.0,400.0,82.0,0.0,44.0,20.0,,2,6.0,8.0,2.0,8.0,1324.0,29.0,13.00m,Udinese Calcio,Spain,Centre-Forward,,Gerard Deulofeu
1648.0,1623.0,Tolgay Arslan,MF,32.0,36,12.0,13.4,2.2,1.6,3.8,45.0,77.0,37.0,0.07,0.0,0.07,0.07,0.07,0.16,0.12,0.29,0.16,0.29,20.0,1.86,0.37,0.04,-1.2,485.0,80.2,15.0,51.0,19.0,4.0,0.0,15.0,28.0,3.28,0.0,29.0,18.0,19.0,0.0,19.0,12.0,9.0,1.0,770.0,234.0,26.0,0.0,78.0,66.7,,1,0.0,1.0,1.0,1.0,1319.0,32.0,2.00m,Udinese Calcio,Germany,Central Midfield,,Tolgay Arslan
1649.0,1624.0,Jean-Victor Makengo,MF,24.0,16,11.0,8.9,0.4,0.5,0.8,18.0,36.0,31.0,0.0,0.11,0.11,0.0,0.11,0.04,0.05,0.09,0.04,0.09,0.0,0.78,0.0,0.0,-0.4,264.0,83.5,5.0,19.0,6.0,1.0,0.0,0.0,6.0,1.45,0.0,16.0,13.0,8.0,2.0,6.0,9.0,3.0,0.0,393.0,112.0,6.0,0.0,39.0,83.3,,0,1.0,1.0,0.0,1.0,2432.0,24.0,10.00m,FC Lorient,France,Central Midfield,,Jean-Victor Makengo
1650.0,1625.0,Enzo Ebosse,DF,24.0,20,9.0,10.3,0.1,0.0,0.1,11.0,51.0,20.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,0.0,0.29,0.0,0.0,-0.1,453.0,81.3,1.0,43.0,4.0,1.0,0.0,11.0,15.0,0.78,0.0,15.0,9.0,27.0,6.0,21.0,11.0,29.0,0.0,667.0,72.0,0.0,0.0,48.0,51.7,,0,0.0,0.0,0.0,0.0,1307.0,24.0,4.50m,Udinese Calcio,Cameroon,Centre-Back,,Enzo Ebosse
1651.0,1626.0,Adam Masina,DF,29.0,14,8.0,8.8,0.1,0.2,0.3,4.0,24.0,6.0,0.23,0.0,0.23,0.23,0.23,0.01,0.02,0.03,0.01,0.03,100.0,0.23,0.23,1.0,1.9,332.0,77.6,2.0,26.0,5.0,3.0,1.0,6.0,10.0,0.57,0.0,10.0,7.0,11.0,4.0,7.0,10.0,28.0,1.0,496.0,41.0,6.0,0.0,44.0,70.3,,2,0.0,2.0,2.0,2.0,1311.0,29.0,2.50m,Udinese Calcio,Morocco,Left-Back,,Adam Masina
1652.0,1627.0,Ilija Nestorovski,"FW,MF",33.0,21,5.0,7.1,1.6,0.5,2.1,1.0,19.0,29.0,0.28,0.14,0.42,0.28,0.42,0.23,0.07,0.29,0.23,0.29,28.6,1.98,0.57,0.14,0.4,116.0,71.2,2.0,7.0,2.0,0.0,6.0,1.0,0.0,0.99,0.0,7.0,3.0,6.0,1.0,5.0,2.0,10.0,0.0,228.0,86.0,29.0,1.0,13.0,25.5,,2,1.0,3.0,2.0,3.0,1326.0,33.0,600k,Udinese Calcio,North Macedonia,Centre-Forward,,Ilija Nestorovski
1653.0,1628.0,Florian Thauvin,"FW,MF",30.0,16,5.0,6.1,0.7,1.1,1.7,19.0,24.0,49.0,0.0,0.0,0.0,0.0,0.0,0.11,0.17,0.29,0.11,0.29,30.0,1.65,0.49,0.0,-0.7,144.0,66.7,10.0,9.0,10.0,2.0,3.0,1.0,37.0,3.94,0.0,2.0,1.0,5.0,0.0,5.0,2.0,2.0,0.0,292.0,144.0,19.0,0.0,18.0,50.0,,0,0.0,0.0,0.0,0.0,1322.0,30.0,7.50m,Udinese Calcio,France,Right Winger,,Florian Thauvin
1654.0,1629.0,Festy Ebosele,DF,20.0,17,4.0,4.6,0.2,0.9,1.1,27.0,17.0,22.0,0.0,0.22,0.22,0.0,0.22,0.04,0.19,0.24,0.04,0.24,25.0,0.88,0.22,0.0,-0.2,101.0,66.9,5.0,9.0,9.0,5.0,1.0,0.0,16.0,2.41,0.0,15.0,10.0,5.0,0.0,5.0,2.0,5.0,0.0,233.0,97.0,13.0,0.0,36.0,60.0,,0,1.0,1.0,0.0,1.0,1314.0,20.0,3.50m,Udinese Calcio,Ireland,Right-Back,,Festy Ebosele
1655.0,1630.0,Marvin Zeegelaar,DF,32.0,7,4.0,3.9,0.2,0.2,0.4,6.0,9.0,11.0,0.25,0.0,0.25,0.25,0.25,0.05,0.04,0.09,0.05,0.09,33.3,0.76,0.25,0.33,0.8,153.0,81.8,4.0,6.0,3.0,1.0,0.0,2.0,4.0,1.27,0.0,8.0,4.0,2.0,0.0,2.0,3.0,5.0,0.0,223.0,47.0,7.0,0.0,16.0,80.0,,1,0.0,1.0,1.0,1.0,1313.0,32.0,400k,Udinese Calcio,Netherlands,Left-Back,,Marvin Zeegelaar
1656.0,1631.0,Bram Nuytinck,DF,33.0,6,3.0,4.3,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,0.0,0.23,0.0,0.0,0.0,113.0,81.3,0.0,4.0,1.0,0.0,0.0,3.0,0.0,0.47,0.0,7.0,4.0,6.0,6.0,0.0,5.0,22.0,0.0,185.0,4.0,2.0,0.0,19.0,58.3,,0,0.0,0.0,0.0,0.0,1539.0,32.0,2.00m,UC Sampdoria,Netherlands,Centre-Back,,Bram Nuytinck
1657.0,1632.0,Brandon Soppy,DF,21.0,1,1.0,1.0,0.1,0.2,0.3,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.07,0.19,0.27,0.07,0.27,50.0,2.0,1.0,0.0,-0.1,22.0,68.8,2.0,2.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,1.0,4.0,0.0,4.0,1.0,1.0,0.0,48.0,21.0,3.0,0.0,6.0,100.0,,0,0.0,0.0,0.0,0.0,1153.0,21.0,10.00m,Atalanta BC,France,Right-Back,,Brandon Soppy
1658.0,1633.0,Axel Guessand,DF,18.0,1,1.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,17.0,77.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,2.0,3.0,0.0,32.0,0.0,0.0,0.0,1.0,33.3,,0,0.0,0.0,0.0,0.0,1308.0,18.0,300k,Udinese Calcio,France,Centre-Back,,Axel Guessand
1659.0,1634.0,James Abankwah,DF,19.0,2,1.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,23.0,79.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,2.0,0.0,5.0,0.0,39.0,0.0,0.0,0.0,2.0,100.0,,0,0.0,0.0,0.0,0.0,1309.0,19.0,200k,Udinese Calcio,Ireland,Centre-Back,,James Abankwah
1660.0,1635.0,Simone Pafundi,"MF,FW",17.0,8,0.0,0.9,0.1,0.1,0.2,3.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.09,0.16,0.25,0.09,0.25,0.0,1.08,0.0,0.0,-0.1,55.0,83.3,3.0,7.0,2.0,0.0,1.0,1.0,1.0,4.29,0.0,8.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,90.0,30.0,1.0,0.0,6.0,100.0,,0,0.0,0.0,0.0,0.0,1321.0,17.0,3.50m,Udinese Calcio,Italy,Attacking Midfield,,Simone Pafundi
1662.0,1637.0,Vivaldo Semedo,"FW,MF",18.0,5,0.0,0.4,0.1,0.0,0.1,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.25,0.0,2.65,0.0,0.0,-0.1,6.0,85.7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,11.0,7.0,2.0,0.0,1.0,0.0,,0,0.0,0.0,0.0,0.0,,,,Udinese Calcio,,,,Vivaldo Semedo
1663.0,1638.0,Nicolò Cocetta,DF,19.0,1,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,11.0,91.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,14.0,0.0,0.0,0.0,3.0,,,0,0.0,0.0,0.0,0.0,,,,Udinese Calcio,,,,Nicolò Cocetta
1664.0,1639.0,Leonardo Buta,DF,21.0,2,0.0,0.2,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,10.0,76.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,5.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,1312.0,20.0,2.00m,Udinese Calcio,Portugal,Left-Back,,Leonardo Buta
1665.0,1640.0,Marc Guéhi,DF,22.0,37,37.0,37.0,1.5,0.5,1.9,17.0,106.0,3.0,0.03,0.0,0.03,0.03,0.03,0.04,0.01,0.05,0.04,0.05,42.9,0.38,0.16,0.07,-0.5,1883.0,85.3,10.0,148.0,5.0,0.0,3.0,29.0,0.0,0.78,0.0,52.0,27.0,45.0,24.0,21.0,45.0,134.0,3.0,2557.0,74.0,28.0,0.0,241.0,55.7,,1,0.0,1.0,1.0,1.0,461.0,22.0,35.00m,Crystal Palace,England,Centre-Back,,Marc Guéhi
1666.0,1641.0,Tyrick Mitchell,DF,22.0,36,34.0,32.1,0.6,1.2,1.8,23.0,106.0,90.0,0.0,0.06,0.06,0.0,0.06,0.02,0.04,0.05,0.02,0.05,16.7,0.19,0.03,0.0,-0.6,1152.0,71.7,15.0,90.0,21.0,9.0,0.0,2.0,70.0,1.03,0.0,71.0,49.0,48.0,11.0,37.0,42.0,78.0,0.0,1899.0,431.0,35.0,0.0,186.0,49.0,,0,2.0,2.0,0.0,2.0,466.0,23.0,28.00m,Crystal Palace,England,Left-Back,,Tyrick Mitchell
1667.0,1642.0,Cheick Doucouré,MF,22.0,34,34.0,30.8,1.4,1.9,3.4,18.0,140.0,17.0,0.0,0.1,0.1,0.0,0.1,0.05,0.06,0.11,0.05,0.11,19.4,1.17,0.23,0.0,-1.4,1038.0,83.2,26.0,110.0,11.0,1.0,3.0,2.0,6.0,1.98,0.0,77.0,46.0,47.0,13.0,34.0,56.0,48.0,0.0,1577.0,255.0,15.0,0.0,220.0,50.8,,0,3.0,3.0,0.0,3.0,469.0,23.0,30.00m,Crystal Palace,Mali,Defensive Midfield,,Cheick Doucouré
1668.0,1643.0,Joachim Andersen,DF,26.0,32,32.0,30.9,1.8,1.3,3.1,16.0,105.0,7.0,0.03,0.0,0.03,0.03,0.03,0.06,0.04,0.1,0.06,0.1,40.9,0.71,0.29,0.05,-0.8,1561.0,79.2,12.0,153.0,8.0,1.0,4.0,44.0,10.0,0.81,0.0,42.0,22.0,28.0,13.0,15.0,24.0,188.0,0.0,2303.0,89.0,39.0,0.0,180.0,71.9,,1,0.0,1.0,1.0,1.0,462.0,26.0,32.00m,Crystal Palace,Denmark,Centre-Back,,Joachim Andersen
1669.0,1644.0,Michael Olise,"FW,MF",20.0,37,31.0,30.5,2.9,8.7,11.6,111.0,133.0,243.0,0.07,0.36,0.43,0.07,0.43,0.09,0.29,0.38,0.09,0.38,27.5,1.67,0.46,0.04,-0.9,985.0,69.4,72.0,72.0,53.0,16.0,4.0,21.0,242.0,4.68,0.0,58.0,34.0,46.0,1.0,45.0,26.0,17.0,0.0,1840.0,911.0,86.0,0.0,165.0,30.9,,2,11.0,13.0,2.0,13.0,479.0,21.0,27.00m,Crystal Palace,France,Right Winger,,Michael Olise
1670.0,1645.0,Jordan Ayew,"FW,MF",30.0,38,31.0,30.2,3.2,3.2,6.4,83.0,63.0,174.0,0.13,0.1,0.23,0.13,0.23,0.1,0.11,0.21,0.1,0.21,31.3,1.06,0.33,0.13,0.8,676.0,77.3,31.0,34.0,19.0,6.0,5.0,1.0,43.0,2.59,1.0,66.0,41.0,35.0,4.0,31.0,15.0,31.0,0.0,1327.0,560.0,98.0,0.0,166.0,35.2,,4,3.0,7.0,4.0,7.0,482.0,31.0,6.00m,Crystal Palace,Ghana,Centre-Forward,,Jordan Ayew
1671.0,1646.0,Eberechi Eze,"MF,FW",24.0,38,30.0,29.3,6.5,4.3,10.8,69.0,131.0,129.0,0.34,0.14,0.48,0.31,0.44,0.25,0.15,0.39,0.22,0.37,35.7,2.39,0.85,0.13,2.5,923.0,78.4,57.0,88.0,35.0,2.0,11.0,5.0,78.0,4.03,5.0,42.0,24.0,22.0,0.0,22.0,13.0,10.0,0.0,1515.0,602.0,84.0,1.0,180.0,37.3,,10,4.0,14.0,9.0,13.0,477.0,24.0,30.00m,Crystal Palace,England,Attacking Midfield,,Eberechi Eze
1672.0,1647.0,Jeffrey Schlupp,"MF,FW",29.0,34,30.0,28.1,3.2,1.4,4.6,32.0,98.0,67.0,0.11,0.04,0.14,0.11,0.14,0.11,0.05,0.17,0.11,0.17,32.1,1.0,0.32,0.11,-0.2,665.0,73.9,18.0,59.0,11.0,0.0,3.0,1.0,16.0,1.56,0.0,66.0,46.0,39.0,8.0,31.0,23.0,38.0,0.0,1193.0,293.0,48.0,0.0,150.0,37.1,,3,1.0,4.0,3.0,4.0,476.0,30.0,8.00m,Crystal Palace,Ghana,Left Midfield,,Jeffrey Schlupp
1673.0,1648.0,Vicente Guaita,GK,35.0,27,27.0,27.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,610.0,72.2,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,895.0,0.0,0.0,0.0,26.0,90.9,,0,0.0,0.0,0.0,0.0,459.0,36.0,1.50m,Crystal Palace,Spain,Goalkeeper,,Vicente Guaita
1674.0,1649.0,Wilfried Zaha,"FW,MF",29.0,27,27.0,25.4,4.8,2.7,7.5,86.0,75.0,238.0,0.28,0.08,0.35,0.28,0.35,0.26,0.11,0.36,0.19,0.3,32.8,2.52,0.83,0.11,2.2,502.0,77.2,26.0,18.0,41.0,3.0,3.0,1.0,39.0,3.58,0.0,32.0,20.0,21.0,1.0,20.0,16.0,9.0,0.0,1040.0,567.0,143.0,1.0,97.0,27.3,,7,2.0,9.0,7.0,9.0,478.0,30.0,27.00m,Crystal Palace,Cote d'Ivoire,Left Winger,,Wilfried Zaha
1675.0,1650.0,Joel Ward,DF,32.0,28,24.0,25.1,1.1,0.4,1.5,22.0,101.0,46.0,0.04,0.0,0.04,0.04,0.04,0.04,0.02,0.06,0.04,0.06,25.0,0.32,0.08,0.13,-0.1,921.0,75.3,9.0,80.0,11.0,6.0,0.0,2.0,36.0,0.88,0.0,50.0,36.0,32.0,16.0,16.0,25.0,80.0,1.0,1469.0,292.0,21.0,0.0,116.0,59.8,,1,0.0,1.0,1.0,1.0,468.0,33.0,2.00m,Crystal Palace,England,Right-Back,,Joel Ward
1676.0,1651.0,Odsonne Édouard,FW,24.0,35,20.0,20.0,4.2,1.2,5.4,29.0,32.0,100.0,0.25,0.1,0.35,0.25,0.35,0.21,0.06,0.27,0.21,0.27,38.5,1.95,0.75,0.13,0.8,295.0,71.6,17.0,9.0,9.0,0.0,1.0,0.0,4.0,2.2,0.0,25.0,13.0,17.0,5.0,12.0,3.0,22.0,0.0,672.0,293.0,95.0,0.0,55.0,34.7,,5,2.0,7.0,5.0,7.0,,,,Crystal Palace,,,,Odsonne Édouard
1677.0,1652.0,Nathaniel Clyne,DF,31.0,22,19.0,18.2,0.0,0.7,0.7,14.0,52.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,,0.0,0.0,,0.0,654.0,78.6,7.0,51.0,6.0,5.0,0.0,3.0,21.0,0.99,0.0,27.0,16.0,22.0,4.0,18.0,19.0,34.0,0.0,971.0,186.0,3.0,0.0,81.0,25.0,,0,0.0,0.0,0.0,0.0,467.0,32.0,3.00m,Crystal Palace,England,Right-Back,,Nathaniel Clyne
1678.0,1653.0,Sam Johnstone,GK,29.0,9,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,207.0,73.9,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,298.0,0.0,0.0,0.0,12.0,100.0,,0,0.0,0.0,0.0,0.0,458.0,30.0,4.00m,Crystal Palace,England,Goalkeeper,,Sam Johnstone
1679.0,1654.0,Will Hughes,MF,27.0,27,7.0,9.4,0.3,0.9,1.2,14.0,32.0,23.0,0.11,0.11,0.21,0.11,0.21,0.04,0.1,0.13,0.04,0.13,66.7,0.64,0.43,0.17,0.7,296.0,79.4,6.0,29.0,6.0,0.0,1.0,0.0,12.0,1.82,0.0,29.0,16.0,16.0,7.0,9.0,16.0,9.0,0.0,474.0,131.0,13.0,0.0,66.0,27.8,,1,1.0,2.0,1.0,2.0,474.0,27.0,5.00m,Crystal Palace,England,Central Midfield,,Will Hughes
1680.0,1655.0,Jean-Philippe Mateta,FW,25.0,29,6.0,8.6,3.4,0.6,4.0,9.0,6.0,43.0,0.23,0.0,0.23,0.23,0.23,0.39,0.07,0.47,0.39,0.47,25.9,3.16,0.82,0.07,-1.4,104.0,69.8,5.0,4.0,1.0,1.0,0.0,0.0,3.0,0.94,0.0,7.0,1.0,3.0,1.0,2.0,3.0,18.0,0.0,266.0,119.0,38.0,0.0,23.0,37.1,,2,0.0,2.0,2.0,2.0,481.0,25.0,9.00m,Crystal Palace,France,Centre-Forward,,Jean-Philippe Mateta
